Name,Team,KaD,MK,Opk,Clt_won,Bmb_act,Trading,Eff_flash,Utility,Map,Year,Map_Type,Event,Self,Teamplay,Support,Rating,Placement
Krad,Entropiq,0.722,2,0,0,0,3,2.137,0.4,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,2.722,0,5.537,0.917,9-12th
Forester,Entropiq,0.471,1,0.2,0,0,0.2,0.692,0.29,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,1.471,0.2,1.182,0.455,9-12th
NickelBack,Entropiq,1,2,0,0,0.221,4,5.272,0.51,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,3,0.221,9.782,1.114,9-12th
El1an,Entropiq,1.067,1,1,1,0.105,2,1.918,0.25,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,2.067,2.105,4.168,0.921,9-12th
apEX,Vitality,2.3,5,0.5,0,0.105,1.8,2.95,0.45,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,7.3,0.605,5.2,1.117,5-8th
Lack1,Entropiq,0.889,4,1.6,0,0,0.8,1.926,0.28,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,4.889,1.6,3.006,0.977,9-12th
ZywOo,Vitality,2.583,6,1.19,0,0,2.2,3.693,0.29,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,8.583,1.19,6.183,1.203,5-8th
Kyojin,Vitality,1.462,2,0.833,0,0,3,2.59,0.41,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,3.462,0.833,6,1.013,5-8th
misutaaa,Vitality,2.286,3,0,0,0.221,5.2,0.628,0.25,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,5.286,0.221,6.078,1.064,5-8th
shox,Vitality,2.714,5,1,0,0.105,0.8,2.879,0.39,de_dust2,03-11-2021,BO1,PGL Major Stockholm 2021,7.714,1.105,4.069,1.11,5-8th
kennyS,Envy,1.235,3,1,0,0.221,4.6,4.504,0.53,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,4.235,1.221,9.634,1.179,9-12th
disco doplan,fnatic,1,3,0.25,1,0.35,1.8,1.693,0.35,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,4,1.6,3.843,0.975,3-4th
NBK-,Envy,1.333,5,1.5,0,0.105,3.6,2.535,0.35,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,6.333,1.605,6.485,1.159,9-12th
KRIMZ,fnatic,1.105,4,2,0,0.105,1.4,1.559,0.65,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,5.105,2.105,3.609,1.034,3-4th
dennis,fnatic,0.727,4,1.5,0,0.105,2.6,1.563,0.37,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,4.727,1.605,4.533,1.036,3-4th
SIXER,Envy,0.842,2,0,0,0.649,3.4,1.754,0.39,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,2.842,0.649,5.544,0.956,9-12th
apEX,Envy,1.55,7,0.667,0,0.105,5.2,0.993,0.42,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,8.55,0.772,6.613,1.202,9-12th
twist,fnatic,2,8,1.5,0,0.492,4,2.287,0.57,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,10,1.992,6.857,1.275,3-4th
olofmeister,fnatic,1.5,4,2,1,0.105,3.6,1.655,0.41,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,5.5,3.105,5.665,1.154,3-4th
Happy,Envy,1.062,1,0,0,0.105,3.8,2.451,0.5,de_cbble,25-01-2017,BO1,ELEAGUE Major 2017,2.062,0.105,6.751,0.95,9-12th
k0nfig,Dignitas,1.727,10,1.267,1,0,3.4,6.701,0.77,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,11.727,2.267,10.871,1.396,9-12th
TENZKI,Dignitas,1.136,4,0,0,0.492,5.8,2.896,0.68,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,5.136,0.492,9.376,1.176,9-12th
cajunb,Dignitas,1.091,5,1.267,0,0.105,5.6,2.729,0.52,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,6.091,1.372,8.849,1.213,9-12th
device,Astralis,1.455,5,1.25,0,0,5.4,2.361,0.56,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,6.455,1.25,8.321,1.205,5-8th
gla1ve,Astralis,1.28,6,0.9,0,0,1.8,3.617,0.66,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,7.28,0.9,6.077,1.154,5-8th
Xyp9x,Astralis,1.36,9,0.333,0,0.221,5,4.142,0.72,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,10.36,0.554,9.862,1.318,5-8th
MSL,Dignitas,1.036,1,0.5,0,0.35,3,4.02,0.68,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,2.036,0.85,7.7,1.025,9-12th
RUBINO,Dignitas,1.4,6,0.667,0,0.221,5,4.781,0.76,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,7.4,0.888,10.541,1.275,9-12th
karrigan,Astralis,1.24,9,1.417,0,0.492,3.2,3.425,0.51,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,10.24,1.909,7.135,1.285,5-8th
zonic,Astralis,0.826,3,1.333,0,0.35,3.8,5.457,0.56,de_cbble,07-07-2016,BO1,ESL One Cologne 2016,3.826,1.683,9.817,1.185,5-8th
TENZKI,Dignitas,0.85,3,0,0,0,2.8,1.349,0.37,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,3.85,0,4.519,0.923,9-12th
RUBINO,Dignitas,0.773,3,0,0,0,3.6,2.543,0.36,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,3.773,0,6.503,1.012,9-12th
zonic,Astralis,0.722,1,1.4,0,0.35,0.4,2.842,0.46,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,1.722,1.75,3.702,0.856,5-8th
MSL,Dignitas,0.947,3,0,1,0.221,1.6,1.975,0.46,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,3.947,1.221,4.035,0.964,9-12th
Xyp9x,Astralis,2.077,7,1.333,0,0.35,3.6,3.151,0.52,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,9.077,1.683,7.271,1.256,5-8th
device,Astralis,1.769,5,2,0,0,2,1.642,0.45,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,6.769,2,4.092,1.109,5-8th
gla1ve,Astralis,1.467,5,0,0,0.35,3.2,3.385,0.51,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,6.467,0.35,7.095,1.143,5-8th
cajunb,Dignitas,1,4,1.167,0,0.221,2.2,0.325,0.29,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,5,1.388,2.815,0.964,9-12th
k0nfig,Dignitas,0.895,4,0.8,0,0.492,4.2,1.763,0.4,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,4.895,1.292,6.363,1.099,9-12th
karrigan,Astralis,1.933,5,1.6,0,0.105,3.4,2.039,0.53,de_mirage,07-07-2016,BO1,ESL One Cologne 2016,6.933,1.705,5.969,1.165,5-8th
gla1ve,Astralis,1.19,5,1.095,1,0.35,3.8,4.879,0.59,de_cache,07-07-2016,BO1,ESL One Cologne 2016,6.19,2.445,9.269,1.253,5-8th
zonic,Astralis,0.684,3,0.667,0,0.492,3,1.771,0.44,de_cache,07-07-2016,BO1,ESL One Cologne 2016,3.684,1.159,5.211,1.002,5-8th
device,Astralis,1.381,5,2,0,0.105,2.8,1.184,0.61,de_cache,07-07-2016,BO1,ESL One Cologne 2016,6.381,2.105,4.594,1.117,5-8th
RUBINO,Dignitas,1.2,4,1.083,1,0.35,2.6,4.028,0.62,de_cache,07-07-2016,BO1,ESL One Cologne 2016,5.2,2.433,7.248,1.173,9-12th
Xyp9x,Astralis,2.25,9,1,1,0.35,2.6,3.238,0.68,de_cache,07-07-2016,BO1,ESL One Cologne 2016,11.25,2.35,6.518,1.304,5-8th
k0nfig,Dignitas,0.87,3,0.333,0,0.105,2.2,4.405,0.61,de_cache,07-07-2016,BO1,ESL One Cologne 2016,3.87,0.438,7.215,1.062,9-12th
cajunb,Dignitas,1.25,7,1.1,0,0.105,7.4,2.583,0.49,de_cache,07-07-2016,BO1,ESL One Cologne 2016,8.25,1.205,10.473,1.299,9-12th
MSL,Dignitas,0.739,4,0.2,0,0.649,2,2.164,0.53,de_cache,07-07-2016,BO1,ESL One Cologne 2016,4.739,0.849,4.694,1.012,9-12th
karrigan,Astralis,1.389,6,1.75,0,0.105,3.2,2.736,0.51,de_cache,07-07-2016,BO1,ESL One Cologne 2016,7.389,1.855,6.446,1.196,5-8th
TENZKI,Dignitas,1.095,4,1,1,0.35,2.4,3.386,0.67,de_cache,07-07-2016,BO1,ESL One Cologne 2016,5.095,2.35,6.456,1.143,9-12th
device,Astralis,1.875,9,0.833,2,0.105,2.2,2.073,0.5,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,10.875,2.938,4.773,1.269,5-8th
k0nfig,Dignitas,1.474,4,1,0,0.221,5.2,4.9,0.45,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,5.474,1.221,10.55,1.237,9-12th
gla1ve,Astralis,1.286,6,1,0,0.105,2.4,5.695,0.57,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,7.286,1.105,8.665,1.232,5-8th
Xyp9x,Astralis,1.312,3,1,0,0.649,3.6,4.311,0.54,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,4.312,1.649,8.451,1.159,5-8th
karrigan,Astralis,1.176,3,1.75,1,0.105,1.6,4.371,0.53,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,4.176,2.855,6.501,1.131,5-8th
RUBINO,Dignitas,0.75,1,0.667,0,0.221,0.8,1.487,0.31,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,1.75,0.888,2.597,0.719,9-12th
TENZKI,Dignitas,1.053,3,2,1,0.221,1.8,2.2,0.41,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,4.053,3.221,4.41,1.068,9-12th
cajunb,Dignitas,1.105,4,0.333,0,0,2.8,1.809,0.26,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,5.105,0.333,4.869,1.013,9-12th
dupreeh,Astralis,1.3,2,1.1,0,0.105,1.4,4.504,0.37,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,3.3,1.205,6.274,1.033,5-8th
MSL,Dignitas,1.04,4,0.286,0,0.35,4.2,2.349,0.54,de_overpass,06-07-2016,BO1,ESL One Cologne 2016,5.04,0.636,7.089,1.106,9-12th
Xyp9x,Astralis,0.706,1,0.75,0,0.105,2.4,2.039,0.38,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,1.706,0.855,4.819,0.868,5-8th
dupreeh,Astralis,0.789,3,1.167,0,0.105,3,2.557,0.33,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,3.789,1.272,5.887,1.039,5-8th
AdreN,Gambit,1.857,8,1.667,0,0.105,4,3.256,0.49,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,9.857,1.772,7.746,1.287,5-8th
device,Astralis,1.111,3,1,1,0.35,4.4,1.006,0.38,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,4.111,2.35,5.786,1.088,5-8th
gla1ve,Astralis,1.235,5,0.5,1,0.105,5,3.659,0.48,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,6.235,1.605,9.139,1.23,5-8th
karrigan,Astralis,0.75,3,0.5,0,0.105,0,2.468,0.33,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,3.75,0.605,2.798,0.854,5-8th
mou,Gambit,2.556,5,0.5,0,0.822,3.4,2.803,0.54,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,7.556,1.322,6.743,1.194,5-8th
hooch,Gambit,1.462,2,0.667,0,0.492,1.8,2.252,0.57,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,3.462,1.159,4.622,0.966,5-8th
Dosia,Gambit,1.846,5,0,1,0.105,6.2,3.42,0.67,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,6.846,1.105,10.29,1.261,5-8th
spaze,Gambit,1.143,3,0.5,0,0.35,1.8,1.633,0.42,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,4.143,0.85,3.853,0.947,5-8th
tarik,CLG,1,3,0.25,0,0,2.8,2.424,0.45,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,4,0.25,5.674,0.997,13-16th
reltuC,CLG,0.842,1,0.667,0,0.105,2.4,2.455,0.38,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,1.842,0.772,5.235,0.895,13-16th
hooch,Gambit,0.864,4,0.667,0,0.221,3.2,2.252,0.53,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,4.864,0.888,5.982,1.069,5-8th
spaze,Gambit,1.3,8,0.5,0,0.492,4.4,1.633,0.36,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,9.3,0.992,6.393,1.222,5-8th
AdreN,Gambit,1.632,7,1.667,0,0.492,1.6,3.256,0.68,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,8.632,2.159,5.536,1.213,5-8th
Dosia,Gambit,1.118,2,0,0,0.35,2,3.42,0.83,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,3.118,0.35,6.25,0.988,5-8th
koosta,CLG,0.81,5,0.5,0,0.221,1.4,1.653,0.39,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,5.81,0.721,3.443,0.999,13-16th
mou,Gambit,1.588,5,0.5,0,0.221,2.6,2.803,0.55,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,6.588,0.721,5.953,1.123,5-8th
pita,CLG,1.263,6,0.75,0,0.649,4.6,2.08,0.5,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,7.263,1.399,7.18,1.2,13-16th
hazed,CLG,1.579,8,1,0,0.492,2,1.667,0.52,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,9.579,1.492,4.187,1.183,13-16th
k0nfig,Dignitas,1.778,3,2,0,0.105,4.2,2.318,0.39,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,4.778,2.105,6.908,1.14,9-12th
pita,CLG,0.733,2,1,0,0,3.4,0.775,0.09,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,2.733,1,4.265,0.903,13-16th
cajunb,Dignitas,4.667,3,1,0,0.105,2.4,1.338,0.36,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,7.667,1.105,4.098,1.11,9-12th
hazed,CLG,0.2,0,0,0,0,1.2,1.431,0.19,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,0.2,0,2.821,0.48,13-16th
RUBINO,Dignitas,5.143,10,1,0,0.105,2,1.349,0.39,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,15.143,1.105,3.739,1.301,9-12th
TENZKI,Dignitas,1.857,2,0.5,0,0.492,3.6,0.992,0.4,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,3.857,0.992,4.992,0.993,9-12th
koosta,CLG,0.4,1,1,0,0,1.4,1.445,0.16,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,1.4,1,3.005,0.733,13-16th
tarik,CLG,0.357,2,0,0,0,0.2,0.978,0.18,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,2.357,0,1.358,0.57,13-16th
MSL,Dignitas,1.222,3,1,0,0.822,1,2.376,0.41,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,4.222,1.822,3.786,0.993,9-12th
reltuC,CLG,0.765,2,1.333,0,0,1.6,0.035,0.14,de_cbble,06-07-2016,BO1,ESL One Cologne 2016,2.765,1.333,1.775,0.769,13-16th
denis,MOUZ,1.278,6,1.167,1,0.649,1.4,2.14,0.47,de_train,06-07-2016,BO1,ESL One Cologne 2016,7.278,2.816,4.01,1.149,9-12th
NiKo,MOUZ,1.095,4,1.333,0,0,2.2,0.942,0.4,de_train,06-07-2016,BO1,ESL One Cologne 2016,5.095,1.333,3.542,0.999,9-12th
apEX,Envy,1.105,3,0.786,0,0.221,4.6,3.241,0.4,de_train,06-07-2016,BO1,ESL One Cologne 2016,4.105,1.007,8.241,1.126,13-16th
kennyS,Envy,1.438,7,1,0,0.221,3,0.828,0.27,de_train,06-07-2016,BO1,ESL One Cologne 2016,8.438,1.221,4.098,1.139,13-16th
nex,MOUZ,1.176,4,0.5,0,0,3.2,1.528,0.53,de_train,06-07-2016,BO1,ESL One Cologne 2016,5.176,0.5,5.258,1.039,9-12th
Spiidi,MOUZ,1.6,5,0,1,0.221,2.8,4.038,0.71,de_train,06-07-2016,BO1,ESL One Cologne 2016,6.6,1.221,7.548,1.187,9-12th
DEVIL,Envy,0.8,4,0.25,0,0.221,1.6,2.11,0.54,de_train,06-07-2016,BO1,ESL One Cologne 2016,4.8,0.471,4.25,0.979,13-16th
NBK-,Envy,1.3,5,1.167,0,0.221,3.6,1.423,0.43,de_train,06-07-2016,BO1,ESL One Cologne 2016,6.3,1.388,5.453,1.119,13-16th
Happy,Envy,0.65,3,0,0,0.105,0.2,2.65,0.29,de_train,06-07-2016,BO1,ESL One Cologne 2016,3.65,0.105,3.14,0.839,13-16th
chrisJ,MOUZ,1.6,5,1,0,0.35,3.4,1.952,0.29,de_train,06-07-2016,BO1,ESL One Cologne 2016,6.6,1.35,5.642,1.133,9-12th
fox,FaZe,1.267,5,1.5,0,0.105,2.8,3.076,0.4,de_cache,08-07-2016,BO1,ESL One Cologne 2016,6.267,1.605,6.276,1.151,9-12th
kioShiMa,FaZe,1.167,5,0.5,1,0.649,4.8,3.208,0.48,de_cache,08-07-2016,BO1,ESL One Cologne 2016,6.167,2.149,8.488,1.225,9-12th
dennis,fnatic,1.167,6,1,0,0.221,3.2,0.993,0.3,de_cache,08-07-2016,BO1,ESL One Cologne 2016,7.167,1.221,4.493,1.11,3-4th
flusha,fnatic,1.312,5,0.5,0,0.649,4.4,3.851,0.51,de_cache,08-07-2016,BO1,ESL One Cologne 2016,6.312,1.149,8.761,1.21,3-4th
olofmeister,fnatic,1.235,4,1.5,0,0.105,3.4,1.338,0.38,de_cache,08-07-2016,BO1,ESL One Cologne 2016,5.235,1.605,5.118,1.078,3-4th
aizy,FaZe,0.857,4,0.833,0,0.105,3.6,2.366,0.4,de_cache,08-07-2016,BO1,ESL One Cologne 2016,4.857,0.938,6.366,1.085,9-12th
JW,fnatic,1.471,6,1.667,2,0.35,2.8,1.681,0.39,de_cache,08-07-2016,BO1,ESL One Cologne 2016,7.471,4.017,4.871,1.214,3-4th
jkaem,FaZe,0.842,3,1,0,0,2.2,1.643,0.28,de_cache,08-07-2016,BO1,ESL One Cologne 2016,3.842,1,4.123,0.953,9-12th
rain,FaZe,1.158,7,0.667,1,0.105,3.4,3.001,0.45,de_cache,08-07-2016,BO1,ESL One Cologne 2016,8.158,1.772,6.851,1.225,9-12th
KRIMZ,fnatic,1.357,3,0,0,0.35,2.4,4.056,0.62,de_cache,08-07-2016,BO1,ESL One Cologne 2016,4.357,0.35,7.076,1.071,3-4th
aizy,FaZe,0.706,2,0.286,1,0.105,2,2.526,0.41,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,2.706,1.391,4.936,0.956,9-12th
kioShiMa,FaZe,1,4,1.5,0,0.105,1.6,0.939,0.32,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,5,1.605,2.859,0.976,9-12th
olofmeister,fnatic,3.25,3,1.167,1,0.221,2.4,1.356,0.32,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,6.25,2.388,4.076,1.104,3-4th
fox,FaZe,0.667,3,0.7,0,0,1.4,1.045,0.24,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,3.667,0.7,2.685,0.848,9-12th
jkaem,FaZe,0.579,3,0.333,0,0.105,0.2,0.404,0.17,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,3.579,0.438,0.774,0.68,9-12th
KRIMZ,fnatic,2.091,6,0.8,0,0.105,1.2,1.291,0.51,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,8.091,0.905,3.001,1.079,3-4th
rain,FaZe,0.45,1,0,0,0.105,1,1.748,0.34,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,1.45,0.105,3.088,0.667,9-12th
JW,fnatic,1.6,4,0.8,0,0,1,0.551,0.28,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,5.6,0.8,1.831,0.915,3-4th
flusha,fnatic,3.2,8,1,0,0.35,5,2.81,0.39,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,11.2,1.35,8.2,1.317,3-4th
dennis,fnatic,1.636,4,1.333,0,0,0.2,1.621,0.34,de_mirage,08-07-2016,BO1,ESL One Cologne 2016,5.636,1.333,2.161,0.96,3-4th
RUSH,OpTic,1,6,0.5,0,0.105,1.6,0.808,0.38,de_train,06-07-2016,BO1,ESL One Cologne 2016,7,0.605,2.788,1.017,13-16th
WorldEdit,FlipSid3,1.875,8,1,0,0.105,5.2,1.152,0.39,de_train,06-07-2016,BO1,ESL One Cologne 2016,9.875,1.105,6.742,1.249,5-8th
daps,OpTic,0.591,1,0,0,0.221,3.4,0.329,0.6,de_train,06-07-2016,BO1,ESL One Cologne 2016,1.591,0.221,4.329,0.788,13-16th
NAF,OpTic,1,5,0.333,0,0.649,1.8,2.059,0.63,de_train,06-07-2016,BO1,ESL One Cologne 2016,6,0.982,4.489,1.06,13-16th
wayLander,FlipSid3,1.3,4,0.25,0,0.105,2.2,0.128,0.3,de_train,06-07-2016,BO1,ESL One Cologne 2016,5.3,0.355,2.628,0.918,5-8th
Shara,FlipSid3,1.333,4,1.5,0,0.105,1.2,1.033,0.46,de_train,06-07-2016,BO1,ESL One Cologne 2016,5.333,1.605,2.693,0.984,5-8th
B1ad3,FlipSid3,1.333,5,1.6,0,0.822,5.6,4.402,0.65,de_train,06-07-2016,BO1,ESL One Cologne 2016,6.333,2.422,10.652,1.288,5-8th
markeloff,FlipSid3,1.538,3,2,0,0.492,2.6,2.796,0.67,de_train,06-07-2016,BO1,ESL One Cologne 2016,4.538,2.492,6.066,1.117,5-8th
mixwell,OpTic,1.789,11,1.467,0,0.221,4.8,2.149,0.5,de_train,06-07-2016,BO1,ESL One Cologne 2016,12.789,1.688,7.449,1.341,13-16th
stanislaw,OpTic,0.714,2,1.667,0,0.35,1.6,2.548,0.58,de_train,06-07-2016,BO1,ESL One Cologne 2016,2.714,2.017,4.728,0.976,13-16th
kioShiMa,FaZe,1.412,6,1,0,0.649,3.2,2.11,0.46,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,7.412,1.649,5.77,1.171,9-12th
olofmeister,fnatic,0.87,4,1.067,0,0.492,4.4,4.152,0.62,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,4.87,1.559,9.172,1.193,3-4th
dennis,fnatic,1.045,3,1,0,0.105,3.6,2.472,0.51,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,4.045,1.105,6.582,1.069,3-4th
aizy,FaZe,2,5,1.167,0,0.35,3.2,5.686,0.71,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,7,1.517,9.596,1.258,9-12th
rain,FaZe,1.444,4,1.1,0,0.105,4.2,5.735,0.65,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,5.444,1.205,10.585,1.236,9-12th
flusha,fnatic,0.87,3,1.5,0,0.35,3.6,4.281,0.68,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,3.87,1.85,8.561,1.155,3-4th
JW,fnatic,0.789,3,0.583,1,0.221,2.8,1.191,0.39,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,3.789,1.804,4.381,0.999,3-4th
KRIMZ,fnatic,1.278,4,1.167,0,0.35,2.2,2.824,0.63,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,5.278,1.517,5.654,1.095,3-4th
jkaem,FaZe,1.588,6,0.667,0,0.105,3,1.348,0.39,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,7.588,0.772,4.738,1.117,9-12th
fox,FaZe,1.316,6,0,0,0.221,1.8,3.285,0.49,de_dust2,06-07-2016,BO1,ESL One Cologne 2016,7.316,0.221,5.575,1.118,9-12th
flusha,fnatic,1.526,7,1,1,0.35,5.2,2.654,0.68,de_train,06-07-2016,BO1,ESL One Cologne 2016,8.526,2.35,8.534,1.288,3-4th
shox,G2,1.048,4,0.667,0,0.221,3.8,1.93,0.44,de_train,06-07-2016,BO1,ESL One Cologne 2016,5.048,0.888,6.17,1.083,13-16th
dennis,fnatic,1.083,7,0.9,0,0.822,4,0.722,0.45,de_train,06-07-2016,BO1,ESL One Cologne 2016,8.083,1.722,5.172,1.175,3-4th
RpK,G2,1.143,4,1,1,0.822,6,1.723,0.41,de_train,06-07-2016,BO1,ESL One Cologne 2016,5.143,2.822,8.133,1.207,13-16th
SmithZz,G2,1.095,6,0.75,0,0.105,2.8,2.833,0.48,de_train,06-07-2016,BO1,ESL One Cologne 2016,7.095,0.855,6.113,1.148,13-16th
olofmeister,fnatic,0.783,2,1,0,0.105,3.2,0.24,0.22,de_train,06-07-2016,BO1,ESL One Cologne 2016,2.783,1.105,3.66,0.878,3-4th
JW,fnatic,1.045,6,0.583,0,0.221,2.8,0.301,0.28,de_train,06-07-2016,BO1,ESL One Cologne 2016,7.045,0.804,3.381,1.05,3-4th
ScreaM,G2,1.684,9,1.667,0,0.105,2,2.378,0.52,de_train,06-07-2016,BO1,ESL One Cologne 2016,10.684,1.772,4.898,1.239,13-16th
KRIMZ,fnatic,1.412,7,1,1,0,2.4,2.623,0.67,de_train,06-07-2016,BO1,ESL One Cologne 2016,8.412,2,5.693,1.207,3-4th
bodyy,G2,0.905,3,0.5,0,0.105,1.8,2.082,0.45,de_train,06-07-2016,BO1,ESL One Cologne 2016,3.905,0.605,4.332,0.947,13-16th
AdreN,Gambit,0.812,3,0.667,0,0,3.4,2.326,0.37,de_train,09-07-2016,BO1,ESL One Cologne 2016,3.812,0.667,6.096,1.024,5-8th
KRIMZ,fnatic,2.273,6,0.667,1,0.492,3.6,2.487,0.48,de_train,09-07-2016,BO1,ESL One Cologne 2016,8.273,2.159,6.567,1.23,3-4th
flusha,fnatic,2.3,4,0.5,0,0.221,1,2.348,0.47,de_train,09-07-2016,BO1,ESL One Cologne 2016,6.3,0.721,3.818,1.035,3-4th
Dosia,Gambit,0.611,2,1,0,0,1.8,1.825,0.38,de_train,09-07-2016,BO1,ESL One Cologne 2016,2.611,1,4.005,0.882,5-8th
olofmeister,fnatic,1.833,4,0.25,0,0.105,2.4,2.147,0.27,de_train,09-07-2016,BO1,ESL One Cologne 2016,5.833,0.355,4.817,1.042,3-4th
dennis,fnatic,1.333,3,1,0,0.822,2.6,0.761,0.42,de_train,09-07-2016,BO1,ESL One Cologne 2016,4.333,1.822,3.781,0.997,3-4th
mou,Gambit,0.778,2,1,0,0.105,2.2,0.154,0.24,de_train,09-07-2016,BO1,ESL One Cologne 2016,2.778,1.105,2.594,0.811,5-8th
spaze,Gambit,0.889,2,1.5,0,0.221,1.8,0,0.18,de_train,09-07-2016,BO1,ESL One Cologne 2016,2.889,1.721,1.98,0.819,5-8th
JW,fnatic,1.167,1,0.5,1,0.105,1.6,0.965,0.18,de_train,09-07-2016,BO1,ESL One Cologne 2016,2.167,1.605,2.745,0.814,3-4th
hooch,Gambit,0.875,2,1,0,0.105,1.6,0.726,0.31,de_train,09-07-2016,BO1,ESL One Cologne 2016,2.875,1.105,2.636,0.821,5-8th
flusha,fnatic,3,3,1.5,0,0.221,1,3.468,0.42,de_cache,09-07-2016,BO1,ESL One Cologne 2016,6,1.721,4.888,1.101,3-4th
hooch,Gambit,0.333,0,0,0,0,1,2.954,0.23,de_cache,09-07-2016,BO1,ESL One Cologne 2016,0.333,0,4.184,0.655,5-8th
