Name,Team,KaD,MK,Opk,Clt_won,Bmb_act,Trading,Eff_flash,Utility,Map,Year,Map_Type,Event,Self,Teamplay,Support,Rating,Placement
kennyS,Envy,2.889,7,1.5,0,0.105,3.6,2.138,0.34,de_cache,24-01-2017,BO1,ELEAGUE Major 2017,9.889,1.605,6.078,1.245,9-12th
JW,GODSENT,0.632,1,1.1,0,0,0.6,0.489,0.05,de_cache,24-01-2017,BO1,ELEAGUE Major 2017,1.632,1.1,1.139,0.588,9-12th
NBK-,Envy,2.2,5,1.8,0,0.105,5.2,1.427,0.28,de_cache,24-01-2017,BO1,ELEAGUE Major 2017,7.2,1.905,6.907,1.204,9-12th
Happy,Envy,2.333,5,1,0,0,3.4,3.798,0.28,de_cache,24-01-2017,BO1,ELEAGUE Major 2017,7.333,1,7.478,1.199,9-12th
pronax,GODSENT,0.8,2,1.5,0,0,2.2,2.43,0.3,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,2.8,1.5,4.93,0.965,9-12th
Zeus,Gambit,2.083,5,0.333,2,0.221,5,2.128,0.48,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,7.083,2.554,7.608,1.237,5-8th
Dosia,Gambit,2.417,4,2,0,0.105,2.2,4.101,0.53,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,6.417,2.105,6.831,1.186,5-8th
Lekr0,GODSENT,0.789,3,0,0,0,2.6,3.494,0.36,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,3.789,0,6.454,1.01,9-12th
AdreN,Gambit,2.286,8,1.333,0,0,1.6,2.375,0.46,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,10.286,1.333,4.435,1.206,5-8th
mou,Gambit,1.75,5,0.5,0,0.35,3.8,2.006,0.5,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,6.75,0.85,6.306,1.143,5-8th
Hobbit,Gambit,1.438,4,0.5,0,0,2.8,0.755,0.44,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,5.438,0.5,3.995,0.997,5-8th
JW,GODSENT,0.737,2,0.5,0,0.221,2.2,0.826,0.31,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,2.737,0.721,3.336,0.832,9-12th
flusha,GODSENT,1.273,5,1.333,0,0.221,3.4,2.465,0.49,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,6.273,1.554,6.355,1.152,9-12th
znajder,GODSENT,0.9,3,0.5,0,0.105,3.2,2.963,0.33,de_overpass,24-01-2017,BO1,ELEAGUE Major 2017,3.9,0.605,6.493,1.041,9-12th
Lekr0,GODSENT,2.267,4,1.8,0,0.221,3.4,1.524,0.45,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,6.267,2.021,5.374,1.136,9-12th
flusha,GODSENT,1.462,4,0.5,0,0.35,3.4,2.75,0.56,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,5.462,0.85,6.71,1.115,9-12th
RUSH,OpTic,1.235,4,1.5,0,0.105,3.6,1.831,0.32,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,5.235,1.605,5.751,1.1,13-16th
mixwell,OpTic,0.737,2,1.5,0,0.35,2.2,1.205,0.35,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,2.737,1.85,3.755,0.921,13-16th
pronax,GODSENT,1,2,0.5,0,0.492,1.8,2.732,0.49,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,3,0.992,5.022,0.955,9-12th
NAF,OpTic,1.158,5,0.5,0,0.105,1.4,2.463,0.46,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,6.158,0.605,4.323,1.045,13-16th
tarik,OpTic,0.895,4,1.333,0,0.105,1.4,1.668,0.21,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,4.895,1.438,3.278,0.983,13-16th
znajder,GODSENT,1.375,4,0,0,0.105,2.2,2.077,0.46,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,5.375,0.105,4.737,1.009,9-12th
stanislaw,OpTic,1,3,0.333,0,0.105,4.4,1.869,0.39,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,4,0.438,6.659,1.045,13-16th
JW,GODSENT,1.357,6,0.75,0,0.221,2.2,1.477,0.33,de_cache,25-01-2017,BO1,ELEAGUE Major 2017,7.357,0.971,4.007,1.091,9-12th
Zyphon,Copenhagen Flames,1.077,3,0,0,0,2.8,0.536,0.19,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,4.077,0,3.526,0.881,9-12th
stavn,Heroic,1.538,5,0.5,0,0,4,1.229,0.4,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,6.538,0.5,5.629,1.103,3-4th
cadiaN,Heroic,1.583,2,1.5,0,0.221,2.8,1.732,0.42,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,3.583,1.721,4.952,1.011,3-4th
TeSeS,Heroic,1.583,4,1.5,1,0.221,4.4,2.166,0.48,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,5.583,2.721,7.046,1.186,3-4th
refrezh,Heroic,1.692,5,1.333,1,0.492,1,3.34,0.46,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,6.692,2.825,4.8,1.156,3-4th
roeJ,Copenhagen Flames,0.882,4,0.5,0,0.105,1,0.411,0.2,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,4.882,0.605,1.611,0.851,9-12th
sjuush,Heroic,1.727,3,1,0,0.492,1.2,0.771,0.39,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,4.727,1.492,2.361,0.933,3-4th
HooXi,Copenhagen Flames,0.647,2,0,0,0,2.2,1.776,0.33,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,2.647,0,4.306,0.842,9-12th
nicoodoz,Copenhagen Flames,1.267,3,0.75,0,0,2.2,0.844,0.16,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,4.267,0.75,3.204,0.915,9-12th
jabbi,Copenhagen Flames,0.5,1,1,0,0,0.4,0.155,0.24,de_nuke,02-11-2021,BO1,PGL Major Stockholm 2021,1.5,1,0.795,0.518,9-12th
refrezh,Heroic,0.905,3,0.583,1,0.492,1.4,2.011,0.55,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,3.905,2.075,3.961,0.997,3-4th
HooXi,Copenhagen Flames,1.261,4,1.417,0,0.492,3.6,4.517,0.76,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,5.261,1.909,8.877,1.205,9-12th
sjuush,Heroic,1.25,6,0.75,0,0.35,4,1.494,0.56,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,7.25,1.1,6.054,1.158,3-4th
nicoodoz,Copenhagen Flames,2.923,6,2,1,0.649,4.8,2.301,0.59,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,8.923,3.649,7.691,1.307,9-12th
Zyphon,Copenhagen Flames,0.85,2,0.917,0,0.105,1.2,0.285,0.36,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,2.85,1.022,1.845,0.757,9-12th
TeSeS,Heroic,0.875,3,0.429,1,0.35,2.6,1.033,0.47,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,3.875,1.779,4.103,0.989,3-4th
stavn,Heroic,1.227,6,0.833,0,0.105,4.2,2.55,0.6,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,7.227,0.938,7.35,1.191,3-4th
cadiaN,Heroic,1.238,6,1,0,0.221,2,5.146,0.78,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,7.238,1.221,7.926,1.214,3-4th
roeJ,Copenhagen Flames,1.526,6,1.2,0,0.35,4.2,0.299,0.37,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,7.526,1.55,4.869,1.144,9-12th
jabbi,Copenhagen Flames,1.722,9,0.5,0,0.221,4,1.746,0.48,de_ancient,02-11-2021,BO1,PGL Major Stockholm 2021,10.722,0.721,6.226,1.247,9-12th
refrezh,Heroic,1.5,7,1.8,0,0.105,5.6,1.096,0.42,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,8.5,1.905,7.116,1.244,3-4th
stavn,Heroic,2,7,0.667,0,1.014,4.8,4.39,0.65,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,9,1.681,9.84,1.312,3-4th
sjuush,Heroic,1.267,5,0.833,0,0,2.6,0.728,0.57,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,6.267,0.833,3.898,1.041,3-4th
jabbi,Copenhagen Flames,0.85,3,1,0,0.105,2.8,2.274,0.45,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,3.85,1.105,5.524,1.02,9-12th
TeSeS,Heroic,1.294,4,1.25,0,0.221,3.6,2.467,0.57,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,5.294,1.471,6.637,1.127,3-4th
Zyphon,Copenhagen Flames,0.957,3,1,0,0.105,3,0.873,0.33,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,3.957,1.105,4.203,0.967,9-12th
cadiaN,Heroic,1.533,3,0.5,1,0.105,1.2,3.553,0.72,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,4.533,1.605,5.473,1.065,3-4th
nicoodoz,Copenhagen Flames,1.5,6,0.667,0,0.105,2.2,1.964,0.41,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,7.5,0.772,4.574,1.109,9-12th
roeJ,Copenhagen Flames,1,4,0.733,0,0.221,2,0.979,0.34,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,5,0.954,3.319,0.967,9-12th
HooXi,Copenhagen Flames,0.6,2,0.5,0,0.105,2.2,3.671,0.77,de_overpass,02-11-2021,BO1,PGL Major Stockholm 2021,2.6,0.605,6.641,0.993,9-12th
huNter,G2,1.158,5,1.25,0,0.105,3.6,1.124,0.68,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,6.158,1.355,5.404,1.111,2nd
cadiaN,Heroic,0.875,1,1,0,0.649,2.2,3.328,0.71,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,1.875,1.649,6.238,0.99,3-4th
NiKo,G2,1.722,5,1.548,0,0.221,5.8,1.687,0.59,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,6.722,1.769,8.077,1.219,2nd
nexa,G2,1.278,3,0,0,0.221,6,1.353,0.58,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,4.278,0.221,7.933,1.095,2nd
AmaNEk,G2,1.4,3,0.5,0,0.35,3.2,2.908,0.44,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,4.4,0.85,6.548,1.072,2nd
JaCkz,G2,1.1,2,0.667,0,0.105,0.2,1.919,0.51,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,3.1,0.772,2.629,0.813,2nd
sjuush,Heroic,1.105,4,1.5,0,0.492,2.4,1.562,0.54,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,5.105,1.992,4.502,1.064,3-4th
TeSeS,Heroic,1.19,6,0.75,0,0.221,6.6,2.36,0.56,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,7.19,0.971,9.52,1.248,3-4th
stavn,Heroic,1.364,7,0.5,0,0.105,3.2,1.294,0.64,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,8.364,0.605,5.134,1.149,3-4th
refrezh,Heroic,0.944,3,1.4,0,0,3.8,1.423,0.55,de_nuke,07-11-2021,BO1,PGL Major Stockholm 2021,3.944,1.4,5.773,1.046,3-4th
NiKo,G2,2,5,1.55,0,0.221,2.2,2.95,0.53,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,7,1.771,5.68,1.16,2nd
huNter,G2,0.941,4,1.25,1,0.221,4,0.554,0.46,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,4.941,2.471,5.014,1.094,2nd
refrezh,Heroic,0.667,1,0.25,0,0.105,4,1.504,0.46,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,1.667,0.355,5.964,0.902,3-4th
nexa,G2,1.812,7,1,0,1.46,6,2.39,0.63,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,8.812,2.46,9.02,1.307,2nd
AmaNEk,G2,1,2,0.5,0,0,2,2.137,0.34,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,3,0.5,4.477,0.902,2nd
JaCkz,G2,0.941,1,0.2,0,0,2,2.138,0.54,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,1.941,0.2,4.678,0.834,2nd
stavn,Heroic,1.15,7,0.5,0,0.649,3.2,1.527,0.4,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,8.15,1.149,5.127,1.159,3-4th
cadiaN,Heroic,1.25,4,0.75,0,0.221,1.8,2.862,0.54,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,5.25,0.971,5.202,1.058,3-4th
sjuush,Heroic,1.588,6,1.5,0,0,3.2,2.315,0.59,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,7.588,1.5,6.105,1.182,3-4th
TeSeS,Heroic,0.944,1,0.5,0,0.105,1.6,2.112,0.5,de_mirage,07-11-2021,BO1,PGL Major Stockholm 2021,1.944,0.605,4.212,0.83,3-4th
TeSeS,Heroic,1.174,6,1.6,0,0.35,3.4,2.394,0.69,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,7.174,1.95,6.484,1.193,3-4th
cadiaN,Heroic,0.913,1,0.333,0,0,2.6,4.971,0.68,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,1.913,0.333,8.251,1.021,3-4th
stavn,Heroic,1.259,6,1.167,0,0.221,5.2,3.6,0.7,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,7.259,1.388,9.5,1.259,3-4th
refrezh,Heroic,1.318,6,1,0,0,3.8,2.496,0.79,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,7.318,1,7.086,1.188,3-4th
sjuush,Heroic,1.565,10,1.1,0,0.35,3.8,3.005,0.7,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,11.565,1.45,7.505,1.312,3-4th
NiKo,G2,1.8,9,0.786,0,0.105,5.6,2.158,0.9,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,10.8,0.891,8.658,1.309,2nd
huNter,G2,1.375,6,0.5,1,0,4.2,2.857,0.85,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,7.375,1.5,7.907,1.225,2nd
nexa,G2,1.08,8,0.667,1,2.004,3.8,4.588,0.86,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,9.08,3.671,9.248,1.342,2nd
AmaNEk,G2,1.273,4,1.3,0,0,3,2.967,0.74,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,5.273,1.3,6.707,1.123,2nd
JaCkz,G2,0.81,4,1,0,0,4.6,1.967,0.68,de_inferno,07-11-2021,BO1,PGL Major Stockholm 2021,4.81,1,7.247,1.116,2nd
FL1T,Virtus.pro,0.895,2,0.667,0,0,1.4,0.622,0.28,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,2.895,0.667,2.302,0.768,5-8th
cadiaN,Heroic,1.714,5,0.667,0,0.105,1,2.154,0.56,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,6.714,0.772,3.714,1.049,3-4th
refrezh,Heroic,1.667,6,1.75,0,0.221,1.6,1.08,0.39,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,7.667,1.971,3.07,1.104,3-4th
Qikert,Virtus.pro,0.706,1,1.25,0,0.105,2,1.884,0.5,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,1.706,1.355,4.384,0.872,5-8th
stavn,Heroic,1.615,5,0.917,0,0.35,2,1.229,0.47,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,6.615,1.267,3.699,1.064,3-4th
YEKINDAR,Virtus.pro,1.235,5,1,0,0.105,0.4,1.529,0.41,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,6.235,1.105,2.339,0.986,5-8th
sjuush,Heroic,1.429,3,1.75,0,0,1.6,2.878,0.57,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,4.429,1.75,5.048,1.05,3-4th
TeSeS,Heroic,1.462,3,0.5,0,0.492,2,1.374,0.51,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,4.462,0.992,3.884,0.97,3-4th
Jame,Virtus.pro,0.895,2,1,0,0.35,3.2,3.544,0.51,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,2.895,1.35,7.254,1.061,5-8th
buster,Virtus.pro,0.938,3,0,0,0.35,1.8,1.075,0.45,de_mirage,05-11-2021,BO1,PGL Major Stockholm 2021,3.938,0.35,3.325,0.882,5-8th
cadiaN,Heroic,1.278,6,0,0,0.105,5.2,2.983,0.62,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,7.278,0.105,8.803,1.209,3-4th
Jame,Virtus.pro,2.375,7,1.833,0,0,3.4,4.553,0.49,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,9.375,1.833,8.443,1.293,5-8th
YEKINDAR,Virtus.pro,1.235,4,2,0,0.221,1,2.691,0.51,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,5.235,2.221,4.201,1.067,5-8th
FL1T,Virtus.pro,1.8,7,1.833,0,0.221,4,1.923,0.39,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,8.8,2.054,6.313,1.235,5-8th
refrezh,Heroic,0.542,1,0,1,0.221,2.2,2.921,0.51,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,1.542,1.221,5.631,0.924,3-4th
stavn,Heroic,0.87,6,0.5,1,0.492,4.2,1.988,0.43,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,6.87,1.992,6.618,1.19,3-4th
TeSeS,Heroic,1.115,6,0.905,0,0,3,1.467,0.46,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,7.115,0.905,4.927,1.112,3-4th
sjuush,Heroic,1.588,5,1.4,0,0.492,2.8,3.67,0.7,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,6.588,1.892,7.17,1.195,3-4th
Qikert,Virtus.pro,1,4,0.25,0,1.014,1.6,2.977,0.54,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,5,1.264,5.117,1.056,5-8th
buster,Virtus.pro,1.588,9,0.667,1,0.221,2.6,0.864,0.45,de_ancient,05-11-2021,BO1,PGL Major Stockholm 2021,10.588,1.888,3.914,1.215,5-8th
stavn,Heroic,0.765,3,0.333,1,0,1.2,1.922,0.67,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,3.765,1.333,3.792,0.949,3-4th
Qikert,Virtus.pro,1,3,1.167,0,0,1.4,2.953,0.56,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,4,1.167,4.913,1.003,5-8th
FL1T,Virtus.pro,1.105,5,0.5,0,0.105,6.8,1.094,0.24,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,6.105,0.605,8.134,1.172,5-8th
TeSeS,Heroic,1.857,6,1.167,0,0.105,4.8,1.868,0.67,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,7.857,1.272,7.338,1.217,3-4th
cadiaN,Heroic,1.733,4,2,0,0.35,5.8,4.106,0.76,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,5.733,2.35,10.666,1.273,3-4th
Jame,Virtus.pro,1,3,1,0,0.105,2,4.084,0.55,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,4,1.105,6.634,1.07,5-8th
sjuush,Heroic,1.4,3,0.833,0,0.35,2.6,2.829,0.55,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,4.4,1.183,5.979,1.063,3-4th
YEKINDAR,Virtus.pro,1.278,4,1.029,0,0.221,2.2,1.544,0.43,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,5.278,1.25,4.174,1.029,5-8th
buster,Virtus.pro,1.333,4,0,1,0.221,3.6,2.314,0.48,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,5.333,1.221,6.394,1.112,5-8th
refrezh,Heroic,1.059,3,1,0,0.105,1.6,3.051,0.56,de_inferno,05-11-2021,BO1,PGL Major Stockholm 2021,4.059,1.105,5.211,1.016,3-4th
keshandr,Vega Squadron,0.579,1,0,0,0,1.8,0.261,0.19,de_train,17-07-2017,BO1,PGL Major Krakow 2017,1.579,0,2.251,0.583,13-16th
mir,Vega Squadron,0.95,6,1.167,0,0,4.6,0.672,0.25,de_train,17-07-2017,BO1,PGL Major Krakow 2017,6.95,1.167,5.522,1.135,13-16th
hutji,Vega Squadron,0.737,2,0.333,0,0.105,2,0.848,0.28,de_train,17-07-2017,BO1,PGL Major Krakow 2017,2.737,0.438,3.128,0.8,13-16th
chopper,Vega Squadron,0.556,1,0,0,0,1.8,0.364,0.24,de_train,17-07-2017,BO1,PGL Major Krakow 2017,1.556,0,2.404,0.598,13-16th
boltz,Immortals,2.778,5,1,0,0.105,2.2,1.892,0.48,de_train,17-07-2017,BO1,PGL Major Krakow 2017,7.778,1.105,4.572,1.129,2nd
LUCAS1,Immortals,1.385,3,0.667,0,0.35,2.2,3.437,0.51,de_train,17-07-2017,BO1,PGL Major Krakow 2017,4.385,1.017,6.147,1.063,2nd
steel,Immortals,1.5,5,2,0,0.105,1.4,0.915,0.33,de_train,17-07-2017,BO1,PGL Major Krakow 2017,6.5,2.105,2.645,1.051,2nd
kNgV-,Immortals,2.333,6,2,0,0.221,2,1.912,0.3,de_train,17-07-2017,BO1,PGL Major Krakow 2017,8.333,2.221,4.212,1.169,2nd
jR,Vega Squadron,0.647,2,0.2,0,0.221,1.8,1.168,0.28,de_train,17-07-2017,BO1,PGL Major Krakow 2017,2.647,0.421,3.248,0.8,13-16th
HEN1,Immortals,2.4,6,1.5,0,0.221,1.2,2.313,0.37,de_train,17-07-2017,BO1,PGL Major Krakow 2017,8.4,1.721,3.883,1.146,2nd
steel,Immortals,1.636,4,1,0,0.492,3.6,1.063,0.22,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,5.636,1.492,4.883,1.08,2nd
Snax,Virtus.pro,0.733,2,1,1,0,1.6,2.085,0.51,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,2.733,2,4.195,0.951,3-4th
kNgV-,Immortals,1.067,1,1.167,0,0,3,1.513,0.27,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,2.067,1.167,4.783,0.904,2nd
NEO,Virtus.pro,0.722,1,0.4,0,0,1,2.704,0.32,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,1.722,0.4,4.024,0.789,3-4th
TaZ,Virtus.pro,1.214,5,2,0,0.105,2.4,1.468,0.37,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,6.214,2.105,4.238,1.099,3-4th
HEN1,Immortals,2.333,4,0.6,0,0.221,0.8,1.89,0.55,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,6.333,0.821,3.24,1.017,2nd
byali,Virtus.pro,0.588,1,0,0,0,0.6,2.42,0.34,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,1.588,0,3.36,0.694,3-4th
boltz,Immortals,1.417,2,1.667,0,0.105,0.8,2.263,0.61,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,3.417,1.772,3.673,0.948,2nd
LUCAS1,Immortals,3.375,7,0.333,0,0.492,5,1.504,0.45,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,10.375,0.825,6.954,1.259,2nd
pashaBiceps,Virtus.pro,0.722,1,1.2,0,0,2.2,0.339,0.21,de_inferno,22-07-2017,BO1,PGL Major Krakow 2017,1.722,1.2,2.749,0.754,3-4th
kNgV-,Immortals,1.438,5,0.933,0,0.221,3.4,4.162,0.32,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,6.438,1.154,7.882,1.19,2nd
LUCAS1,Immortals,1.176,5,0.5,2,0.492,2.2,1.611,0.5,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,6.176,2.992,4.311,1.13,2nd
Snax,Virtus.pro,0.913,4,1.3,0,0,3.2,1.328,0.61,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,4.913,1.3,5.138,1.055,3-4th
NEO,Virtus.pro,1.176,2,0.5,0,0.221,3.6,1.752,0.49,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,3.176,0.721,5.842,0.989,3-4th
steel,Immortals,0.947,4,0.5,0,0.221,1.8,1.741,0.38,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,4.947,0.721,3.921,0.982,2nd
byali,Virtus.pro,0.944,3,0.5,0,0.822,2,2.623,0.48,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,3.944,1.322,5.103,1.016,3-4th
TaZ,Virtus.pro,1,4,2,0,0,3.2,1.448,0.42,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,5,2,5.068,1.082,3-4th
boltz,Immortals,1.611,6,1.167,0,0.105,2.8,3.287,0.52,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,7.611,1.272,6.607,1.19,2nd
HEN1,Immortals,1.375,4,1.167,0,0.221,2.4,2.377,0.47,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,5.375,1.388,5.247,1.08,2nd
pashaBiceps,Virtus.pro,1.353,7,0.667,1,0.221,2.4,0.092,0.22,de_mirage,22-07-2017,BO1,PGL Major Krakow 2017,8.353,1.888,2.712,1.112,3-4th
EliGE,Liquid,1.048,6,0.25,1,0.105,2.4,0.515,0.2,de_nuke,23-09-2018,BO1,FACEIT Major 2018,7.048,1.355,3.115,1.061,3-4th
device,Astralis,1.125,4,0.6,0,0.105,1.2,2.348,0.37,de_nuke,23-09-2018,BO1,FACEIT Major 2018,5.125,0.705,3.918,0.989,1st
dupreeh,Astralis,1.643,6,1.333,0,0.105,3,1.991,0.37,de_nuke,23-09-2018,BO1,FACEIT Major 2018,7.643,1.438,5.361,1.16,1st
NAF,Liquid,1.158,4,0,0,0.105,5.8,1.034,0.31,de_nuke,23-09-2018,BO1,FACEIT Major 2018,5.158,0.105,7.144,1.094,3-4th
TACO,Liquid,0.524,2,0.5,0,0.105,1.6,0.484,0.25,de_nuke,23-09-2018,BO1,FACEIT Major 2018,2.524,0.605,2.334,0.737,3-4th
Xyp9x,Astralis,1.917,6,2,1,0.822,3,1.103,0.58,de_nuke,23-09-2018,BO1,FACEIT Major 2018,7.917,3.822,4.683,1.215,1st
Twistzz,Liquid,1,5,0.5,1,0.105,4.4,1.419,0.25,de_nuke,23-09-2018,BO1,FACEIT Major 2018,6,1.605,6.069,1.136,3-4th
gla1ve,Astralis,1.714,5,2,1,0.221,3,3.095,0.68,de_nuke,23-09-2018,BO1,FACEIT Major 2018,6.714,3.221,6.775,1.223,1st
nitr0,Liquid,0.611,2,0,1,0.221,2.6,1.468,0.27,de_nuke,23-09-2018,BO1,FACEIT Major 2018,2.611,1.221,4.338,0.912,3-4th
Magisk,Astralis,1.786,6,1.667,0,0.35,6,1.368,0.45,de_nuke,23-09-2018,BO1,FACEIT Major 2018,7.786,2.017,7.818,1.246,1st
EliGE,Liquid,1,4,1.75,0,0.35,2.8,2.168,0.39,de_mirage,23-09-2018,BO1,FACEIT Major 2018,5,2.1,5.358,1.095,3-4th
dupreeh,Astralis,1.714,5,1.25,0,0.105,1.6,2.732,0.33,de_mirage,23-09-2018,BO1,FACEIT Major 2018,6.714,1.355,4.662,1.105,1st
Twistzz,Liquid,1,2,1.333,0,0,1.6,1.899,0.43,de_mirage,23-09-2018,BO1,FACEIT Major 2018,3,1.333,3.929,0.917,3-4th
Xyp9x,Astralis,2.556,5,0,0,0.221,3.4,1.839,0.48,de_mirage,23-09-2018,BO1,FACEIT Major 2018,7.556,0.221,5.719,1.13,1st
